年月日,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),最大風速(m/s),桜(初見〜満開)
2015/9/11,23.9,29.3,19.7,0,9.3,2.8,5.4,0
2015/9/12,24.7,29.5,20.5,0,9,2.8,6.1,0
2015/9/13,24.4,27.5,21.7,0,3.4,3.7,6.4,0
2015/9/14,22.9,27.3,20.5,0,3.2,3.1,5.3,0
2015/9/15,22.3,27.5,18.8,0,6.2,2.5,4.9,0
2015/9/16,21.1,25.2,17.8,4,0.3,2.3,4.6,0
2015/9/17,17.9,18.9,16.1,74.5,0,2.6,4.3,0
2015/9/18,20.6,23.9,18,5.5,0.3,1.7,3.7,0
2015/9/19,24.1,29.3,20.4,0,8.3,2.3,5.5,0
2015/9/20,23.3,28.4,19.8,0,7.4,2.5,4.9,0
2015/9/21,22.7,27.5,19.5,0,4.8,2.1,4.2,0
2015/9/22,23,28.5,19.6,0,10.7,2.3,5.7,0
2015/9/23,22.4,27.2,18.9,0,9.1,2.4,6,0
2015/9/24,20.4,23,18.2,1,0.9,2,3.9,0
2015/9/25,17.7,19.5,16.1,43,0,2.5,4.1,0
2015/9/26,20.5,24.6,17.5,5,0.6,1.8,3.8,0
2015/9/27,21.4,24.5,19.8,0,0.8,1.6,3.5,0
2015/9/28,23.3,27.8,19.3,0,9.2,2.5,5.3,0
2015/9/29,22.7,26.6,19.6,0,4.2,2.8,5.3,0
2015/9/30,20.9,25.8,17.3,0,8.9,4.1,7.6,0
2015/10/1,19.4,23.4,14.8,7.5,1.2,3.9,10.9,0
2015/10/2,23.2,28.1,18.7,22,3.6,4.2,10.9,0
2015/10/3,21.7,26.7,18.3,0,9.7,1.9,4.9,0
2015/10/4,21.3,27.1,17.1,0,7.9,2.9,6.8,0
2015/10/5,17.9,20.1,16.4,0,0.3,2.9,5.6,0
2015/10/6,17.7,22.4,13.9,0,7.8,2.9,5.4,0
2015/10/7,17.5,22.4,13.8,0,11.1,3.7,7.4,0
2015/10/8,19.4,24.6,12.1,0,11.1,5.1,10.5,0
2015/10/9,20.2,25.5,15.3,0,9.7,3.7,6.4,0
2015/10/10,18.3,20.4,14.6,0,0.7,2.5,6.1,0
2015/10/11,18.9,21,16.4,15,0.1,2.3,5.5,0
2015/10/12,18.7,23.1,15.4,0,7.3,2,3.8,0
2015/10/13,18.8,24.2,14.2,0,10.1,2.2,4.9,0
2015/10/14,18.4,23.2,14.9,0,6.7,2.3,4.3,0
2015/10/15,18.8,23.1,13.7,0.5,8.3,2.4,4.8,0
2015/10/16,15.6,17.6,14.9,7,0,2.6,4.4,0
2015/10/17,17.5,20.3,15.7,5,0,2.2,3.9,0
2015/10/18,18.8,23.9,15.8,0,5.7,1.8,3.3,0
2015/10/19,19,24.3,14.6,0,9.9,2.2,5.1,0
2015/10/20,19,23.9,15.5,0,6.9,1.9,4.4,0
2015/10/21,17.2,20.8,15.3,0,3.2,2.4,5.2,0
2015/10/22,17.4,23.2,13.5,0,7.2,2.4,5.3,0
2015/10/23,17.9,21.3,15.7,0,0.8,2,3.9,0
2015/10/24,19,23.9,15.2,0,7.6,2.3,8.1,0
2015/10/25,16.1,19.9,13.1,0,10,5.7,9.3,0
2015/10/26,15.5,20.4,11.7,0,9.5,3.1,6.4,0
2015/10/27,18.3,24.9,10.3,0,9.4,4.1,9.2,0
2015/10/28,20.8,26.1,16.1,0,7.6,2.7,5.4,0
2015/10/29,17.1,19.1,15.4,0,0.7,2.3,4.6,0
2015/10/30,17.1,21.6,14,0,6.1,2.3,4.4,0
2015/10/31,14.4,16.6,11.8,0,1.1,2.6,4.8,0
2015/11/1,13.1,17.4,9.5,0,8.6,1.7,3,0
2015/11/2,12.7,15.3,9.6,38,0,2.6,7.1,0
2015/11/3,16.2,21.3,12.3,0,8.7,2.6,6.4,0
2015/11/4,14.4,20.1,9.6,0,9.8,2,4.4,0
2015/11/5,15.1,21.1,10.3,0,8.2,2,3.5,0
2015/11/6,16.4,22.2,10.5,0,9.6,2,4.1,0
2015/11/7,16.5,20.9,13,0,2.1,2.3,4.6,0
2015/11/8,15.2,17.9,14.2,14,0,1.5,4.2,0
2015/11/9,18.2,22.9,14.9,1,0,2.3,5.9,0
2015/11/10,16.5,18.2,13.8,7.5,0,2.1,3.6,0
2015/11/11,14.9,18.4,12.5,0,6.1,2.2,4.7,0
2015/11/12,13.4,17.1,12,0,1.4,2.8,5,0
2015/11/13,13.1,16.8,10,0,2,2.3,4,0
2015/11/14,13,14,12.2,17.5,0,2.5,5,0
2015/11/15,16,20,13.6,8.5,2.3,1.8,4.3,0
2015/11/16,17.2,21.2,12.2,0,6,2.4,5.9,0
2015/11/17,18.5,23.7,15.6,3,3.8,1.8,4,0
2015/11/18,16.7,20.8,14.4,13,2.5,2.2,4.7,0
2015/11/19,14.5,18.6,12,7,6,2.8,5,0
2015/11/20,13.7,15,11.4,0,0,1.7,3,0
2015/11/21,15.5,20.8,10.1,0,6.1,2.3,5.9,0
2015/11/22,13.1,15.2,11.7,0,0,2,3,0
2015/11/23,12.2,13.2,11,0.5,0,2.6,4.2,0
2015/11/24,14.3,18.7,11.4,2,6.7,2.5,8.2,0
2015/11/25,8.7,12,5.5,7,0,3,5.4,0
2015/11/26,8.7,11.5,5.4,20.5,0.1,2.9,5.9,0
2015/11/27,9.9,14.7,6.2,0,9.2,2.7,6.9,0
2015/11/28,9.4,15.7,3.9,0,9.2,1.7,3.5,0
2015/11/29,10.4,14.5,6.1,0,7.1,2,3.8,0
2015/11/30,10,14.3,6.5,0,4.6,1.9,3.5,0
2015/12/1,10.8,16.2,5.6,0,9,2,4.2,0
2015/12/2,9.5,11.3,8,1,0,2,4.1,0
2015/12/3,10.5,13.5,8.5,1.5,0.2,1.7,4.7,0
2015/12/4,9.9,14.2,5.4,0,9,4.2,8.1,0
2015/12/5,9.8,16.1,4.4,0,9,1.7,5.1,0
2015/12/6,10.6,13.1,6.8,0,4.7,2.6,6,0
2015/12/7,9.2,12.6,5.7,0,7.5,2.2,4,0
2015/12/8,8,11.3,5.7,0,2.3,2.4,4,0
2015/12/9,7.5,12.7,2.8,0,8.7,1.9,3.3,0
2015/12/10,8.8,12.8,4.7,5.5,2.3,1.5,3.1,0
2015/12/11,14.7,24.1,6.9,64,4.9,4.6,11,0
2015/12/12,12.6,15.6,10.1,0,5.1,2.7,5.6,0
2015/12/13,10.2,11,9.5,1.5,0,2.3,4.5,0
2015/12/14,11.6,13.9,10.2,0,0.8,2.5,4.3,0
2015/12/15,11.5,14.9,9.6,0,0.4,1.7,3.6,0
2015/12/16,12.9,17.4,8,0,8.3,1.8,4.4,0
2015/12/17,10.1,13.4,6.2,0,1.4,3.2,7.2,0
2015/12/18,7.8,11.8,3.2,0,8.9,3.2,6.3,0
2015/12/19,7.1,12.1,3.1,0,9,3.3,7.2,0
2015/12/20,6.9,11.1,2.1,0,8.9,1.7,3.1,0
2015/12/21,8.8,13.3,5.6,0,1.5,1.6,3.4,0
2015/12/22,11,15.9,7.3,0,8.9,3.4,6.6,0
2015/12/23,6.8,8.6,5.5,4,0,2.4,4.2,0
2015/12/24,10.3,15.4,5.5,5,3.9,2.3,4.4,0
2015/12/25,10.9,15,7.6,0,6.5,3.2,7.1,0
2015/12/26,8.5,12.5,5.8,0,7.6,2.3,4.3,0
2015/12/27,7.3,10.5,3.7,0,3.7,3.3,6,0
2015/12/28,6,10.6,2.6,0,7.9,2.4,4.7,0
2015/12/29,6.3,11.5,1.9,0,8.8,2.5,4.9,0
2015/12/30,7.2,11,4,0,7.6,2.3,4.5,0
2015/12/31,6.6,11,3.2,0,5.2,2,3.4,0
2016/1/1,7.5,12.1,3.6,0,9,2.6,5.6,0
2016/1/2,7.3,13.4,2.6,0,7.5,1.9,5.2,0
2016/1/3,9.3,16.2,3,0,8.3,1.4,3.4,0
2016/1/4,9.2,15.2,4.4,0,8.9,1.6,3.1,0
2016/1/5,10.9,15.4,5.1,0,8.4,1.8,4,0
2016/1/6,8.9,11.3,7.1,0,0,1.9,3.9,0
2016/1/7,8.7,12.9,4.5,0,4.8,2.5,6,0
2016/1/8,6.8,10.9,3.1,0,8.7,1.8,3.2,0
2016/1/9,7.3,11.6,2.8,0,8.9,2.1,4.4,0
2016/1/10,7.9,12.9,2.4,0,9.1,2.2,4.4,0
2016/1/11,7.1,10.5,3.8,0,3.3,2.2,4,0
2016/1/12,3.4,6.1,0.9,0,0,2.1,4.5,0
2016/1/13,4.3,9.7,-0.9,0,8.7,1.7,4,0
2016/1/14,6,11.4,0.2,0,9.1,2,4.6,0
2016/1/15,5.6,10.9,2,0,8.1,2.5,4.6,0
2016/1/16,6.5,11.8,1.8,0,9.1,1.9,4,0
2016/1/17,5.8,8.6,2.3,3,3.1,2.1,4.6,0
2016/1/18,2.8,6.2,0.2,67,1.4,3.7,7.7,0
2016/1/19,5.1,8.6,0.9,0,9.1,4,7.9,0
2016/1/20,4.1,9.1,-0.7,0,9.2,4.3,9.7,0
2016/1/21,5.4,9.5,1,0,7.4,3.1,6.3,0
2016/1/22,5.8,10.3,3,0,8.1,3.1,5.4,0
2016/1/23,3.9,6.4,2.6,0,0.2,2.5,4.9,0
2016/1/24,3.3,9.2,-1.2,0,9,3.6,8.6,0
2016/1/25,2.9,8.4,-2.6,0,9.6,2.9,6.9,0
2016/1/26,3.8,9.6,-1.3,0,8.6,2,3.6,0
2016/1/27,6.3,13.4,-1.1,0,9.4,2.2,4.2,0
2016/1/28,7.8,14,2.1,0,9.4,1.9,3.9,0
2016/1/29,5.4,7.8,2.6,9.5,0,2.6,5.1,0
2016/1/30,3.3,5,1.5,5.5,0,2.3,4.1,0
2016/1/31,6.1,11.2,1.3,0,5.1,1.7,3.7,0
2016/2/1,4.7,6.7,2.6,0,0,2,4.2,0
2016/2/2,6,10.7,2.6,0,8.5,3.2,5.5,0
2016/2/3,5,9.2,1.5,0,7.1,2.5,6.2,0
2016/2/4,5.1,9.5,1.1,0,5.9,2,4.3,0
2016/2/5,7.5,13.3,0.6,0,9,2.2,5,0
2016/2/6,6.7,9.9,4.4,0,1,2.6,5.9,0
2016/2/7,5,9.4,1.5,0,8.9,3.1,7.1,0
2016/2/8,4.4,9.3,1.3,0,5.5,2.1,4,0
2016/2/9,6.6,14.7,0.6,0,8.6,3.4,7.7,0
2016/2/10,6,10.8,1.6,0,9.9,5,9.2,0
2016/2/11,6,11.5,1.7,0,9.9,2.8,7.5,0
2016/2/12,7.2,11.9,1.5,0,2.4,2.1,4.2,0
2016/2/13,14,21.8,8.3,0,4.6,3.6,9.2,0
2016/2/14,18.5,23,15.1,12.5,4.4,5.8,10.8,0
2016/2/15,8.1,15.5,3.2,0.5,0.4,3,10,0
2016/2/16,5.6,10,1.2,0,9.4,3.1,7.3,0
2016/2/17,6.2,13.4,1.3,0,8.5,2.9,7.9,0
2016/2/18,6.2,10.7,1.1,0,6.8,2.6,5.5,0
2016/2/19,9.7,16.5,2.4,0,9.3,2.1,4.6,0
2016/2/20,8,11.2,6.5,40.5,0.6,2.3,4.6,0
2016/2/21,9.5,15.7,6.2,0,3.8,3.2,6.2,0
2016/2/22,6.7,9.8,4.9,1.5,0.5,2.8,5.2,0
2016/2/23,6.7,10,4.9,0,0.1,1.6,3.9,0
2016/2/24,5.8,7.7,2.5,0.5,0.1,3.1,5.6,0
2016/2/25,3.8,8.4,0.4,0.5,2,2,4.9,0
2016/2/26,5.8,11.4,0.1,0,10.5,2.8,5.4,0
2016/2/27,7.8,12.5,2.7,0,10.5,4,8.2,0
2016/2/28,8.7,15,3.7,0.5,9.8,3,6.8,0
2016/2/29,8.3,14.8,4.8,0.5,2.1,2.9,9,0
2016/3/1,5.2,10.3,2.1,0,10.9,4.5,8.2,0
2016/3/2,6.3,12.4,1.1,0,8.7,2.5,4.8,0
2016/3/3,9.2,16.4,2.3,0,10.8,1.9,4.7,0
2016/3/4,10.4,15.9,5.6,0,9.7,2.8,6.7,0
2016/3/5,10.7,16.3,7.7,0,2.6,2.3,5.6,0
2016/3/6,13.2,17.3,9,2,3.1,3.2,6.2,0
2016/3/7,14.1,15.5,12.8,31.5,0,1.9,4.3,0
2016/3/8,15.8,20.8,12.7,0,8.1,2,5.1,0
2016/3/9,8.7,14.9,3.8,21.5,0,3.5,5.8,0
2016/3/10,6.1,8.5,3.6,0,0,2.8,5,0
2016/3/11,4.6,6.1,3,0,0,2.4,4.5,0
2016/3/12,5.8,8.4,2.9,0,1.4,2.4,4.4,0
2016/3/13,6.7,9.2,3.9,0,0.1,2.2,3.7,0
2016/3/14,5.7,6.9,3.9,37,0,2.7,5.1,0
2016/3/15,8.1,14.1,4,0.5,11.4,4,8.9,0
2016/3/16,8.7,13.9,2.9,0,2.4,1.9,4.2,0
2016/3/17,13.1,20.4,6.4,0,11.4,2.1,4.4,0
2016/3/18,14.8,21.4,7.6,2,7.6,4.3,8.2,0
2016/3/19,14.9,16.7,13.6,7.5,1.9,2.9,6.3,0
2016/3/20,13.4,19,8.3,0.5,5.2,3.6,5.8,0
2016/3/21,9.5,13.8,6.9,0,4.5,2.6,4.9,1
2016/3/22,11,17.5,5.4,0,8.8,3.1,8,1
2016/3/23,11.5,18,7.5,0,5.9,2.9,6.7,1
2016/3/24,6.3,9.5,4.1,0.5,1.5,2.7,5.7,1
2016/3/25,8.1,14.4,2.5,0,9.2,2.9,7.2,1
2016/3/26,8,12.5,5.1,0,6.2,2.7,5.6,1
2016/3/27,10.4,16.1,6,0,5.2,2.3,6.1,1
2016/3/28,11.3,16.8,9,0,2.8,2.4,5,1
2016/3/29,13,18.6,7.4,0,9.8,3.3,7,1
2016/3/30,14.9,20,9.4,0,3.6,3,6.9,1
2016/3/31,14.9,20.2,8.9,0,9.1,3.4,6.8,1
2016/4/1,12.8,18.4,8.1,2.5,4.3,3.4,6.6,0
2016/4/2,10.5,13.3,7.7,1.5,0,2.2,3.5,0
2016/4/3,13.1,17,9.5,4,0,2.7,6.6,0
2016/4/4,15.6,21.9,9.7,8,0.7,3.2,6.7,0
2016/4/5,10.8,12.8,9.1,1.5,0,2.1,4.1,0
2016/4/6,14.6,20.2,7.3,0,8.3,2.8,6.7,0
2016/4/7,13.8,20.1,11.8,33,0.5,2.2,7.2,0
2016/4/8,16.1,22.9,11.5,0,4.4,2.6,6.1,0
2016/4/9,17.1,23.5,10.9,0,7.5,3.6,8.1,0
2016/4/10,17.2,23.9,12.2,0,4.2,2.3,5,0
2016/4/11,11.6,17.1,7.4,0,6.2,3.7,7.4,0
2016/4/12,10.5,15.1,5.1,0,11.4,3.4,6.5,0
2016/4/13,14.4,19,10.6,1.5,0.7,2.9,8.7,0
2016/4/14,15,17.6,13.1,20,0,2,4.8,0
2016/4/15,16.3,21.4,11,0,12.1,4.4,8.7,0
2016/4/16,15.8,20.9,10.1,0,3.9,3.3,6.4,0
2016/4/17,19.2,23.1,16.6,6,3,7.2,12.6,0
2016/4/18,18.9,26.8,13.8,0.5,6.9,3.3,6.5,0
2016/4/19,16.2,21.9,12,0,11.6,3.6,8.1,0
2016/4/20,14.9,19.3,9.8,0,11.4,3.9,7.6,0
2016/4/21,16.5,20.2,13.3,6,0,4,9,0
2016/4/22,17.3,23.7,13.2,0,8.5,3,6.2,0
2016/4/23,17.9,22.4,14,0,2.1,2.6,5.6,0
2016/4/24,15.7,19.1,12.1,13.5,1.2,2.4,7.3,0
2016/4/25,18.1,23.1,13.5,0,8.7,2.9,6.3,0
2016/4/26,19.2,25.1,14.2,0,10.9,3,5.9,0
2016/4/27,18.1,21.8,15.2,0,0.3,2.7,5.6,0
2016/4/28,14.4,15.4,13.3,22,0,2.5,4.3,0
2016/4/29,15.8,21.4,11.4,0,9.4,5.9,9.8,0
2016/4/30,16,21.7,10.5,0,11,4.1,8,0
2016/5/1,18.2,25,11.9,0,9,2.1,4.8,0
2016/5/2,17.4,21.4,13.2,0,3.5,2.8,4.9,0
2016/5/3,20.4,24.7,17.1,0,6,4.9,9.9,0
2016/5/4,22.1,27,18.7,13.5,9.2,6.9,11.8,0
2016/5/5,22.1,27.4,17.1,0,12.3,3.3,6.4,0
2016/5/6,18.1,22.5,15.2,2.5,0.1,3.2,6.4,0
2016/5/7,21.2,26.4,15.4,0,11.5,4.3,9.1,0
2016/5/8,21.3,27,17.2,0,11.9,4,7.3,0
2016/5/9,18.5,21.8,16.2,19,0,3.2,6.6,0
2016/5/10,18.4,22.6,16.1,6,0.1,2.8,5.5,0
2016/5/11,21.4,27.1,16,5.5,1.7,4.8,10,0
2016/5/12,21.7,28,17.5,0,13.1,3.4,6.2,0
2016/5/13,21.2,26.5,16.5,0,11.1,2.9,5.5,0
2016/5/14,19.8,24.8,14.4,0,8.9,3.2,6.5,0
2016/5/15,17.6,23.7,12.5,0,12.5,2.9,6.2,0
2016/5/16,19,23.3,14.2,0,1.8,4.1,7.5,0
2016/5/17,18.3,20.5,14.9,31.5,0,3.5,6.9,0
2016/5/18,20,27.6,13.1,0,13.4,2.7,5.4,0
2016/5/19,19.3,25.1,14.8,0,11.6,3.2,6.7,0
2016/5/20,17.2,20.8,14.4,0,1.7,2.8,4.7,0
2016/5/21,19.1,26.3,12.8,0,12.1,2.4,5.8,0
2016/5/22,22.4,29.3,16.9,0,13.1,2.7,5.4,0
2016/5/23,23.5,30.9,15.1,0,12.5,2.4,4.9,0
2016/5/24,23.4,29.3,18,0,8.7,3.6,8.1,0
2016/5/25,22.2,24.5,20.5,0,0,5.1,8.6,0
2016/5/26,23,27.2,20.3,0,3.6,4.5,7.6,0
2016/5/27,19.4,22.4,15.2,36.5,0.3,3.1,6.5,0
2016/5/28,19.3,24.1,15.1,0,0.2,1.7,4.2,0
2016/5/29,21.7,27.9,16.1,0,10.4,3,5.6,0
2016/5/30,17.4,21.3,15.4,23,0,2.4,7.2,0
2016/5/31,20.4,24.9,16.3,0,4.6,3,6.5,0
2016/6/1,21.5,26.4,18,0,5.7,3.3,7.6,0
2016/6/2,20.7,26,16.3,0,13,4.8,9.1,0
2016/6/3,19.4,24.2,14.2,0,12.7,4,8.2,0
2016/6/4,21.7,27.2,16.3,0,8,4.5,8.9,0
2016/6/5,19.3,23.4,16.4,3,2.8,2.8,4.8,0
2016/6/6,20,23.9,16.3,0,0.5,2.6,4.5,0
2016/6/7,19.6,20.9,18.4,0.5,0,2,3.7,0
2016/6/8,21.9,27.3,16.5,0,5.7,3.1,5.9,0
2016/6/9,21.2,23.7,19.6,6.5,0,1.9,4,0
2016/6/10,23.5,28.8,19.4,0,10.2,2.9,6.5,0
2016/6/11,23.5,29.1,17.9,0,10.7,3.2,6.6,0
2016/6/12,23.9,28.3,20.4,0,6.4,3.1,6.1,0
2016/6/13,19.8,22.7,18.3,98.5,0,3.6,6.2,0
2016/6/14,22.2,26.2,18.4,0,5.2,3,5.9,0
2016/6/15,20.8,22.2,19.6,0,0,2.8,4.8,0
2016/6/16,22.1,24.4,19.7,7.5,0,3.4,6,0
2016/6/17,24.2,29.2,19.4,2.5,8.2,2.5,5.2,0
2016/6/18,26.7,33,21.1,0,13.3,3.4,6,0
2016/6/19,24.3,29.3,21.4,5,4.2,4,7.4,0
2016/6/20,24.3,28.8,20.4,4,5.9,2.1,4.6,0
2016/6/21,22.7,25.7,21.2,10,2.5,1.9,4.1,0
2016/6/22,22.7,23.9,21.1,0.5,0,2.5,5.1,0
2016/6/23,23,26.9,21.4,9.5,3.3,2.2,5.1,0
2016/6/24,22.7,25.3,20.9,1.5,0,2.9,5.6,0
2016/6/25,25.4,28.7,21.9,1,0,3.8,7.5,0
2016/6/26,25.5,30,21.5,0,9.8,2.7,5.7,0
2016/6/27,24.4,28.9,20.9,0,10.4,3.2,7.2,0
2016/6/28,19.1,22.8,17.1,23,0,2,5.5,0
2016/6/29,21.5,24.2,19.1,0.5,0,1.9,4.1,0
2016/6/30,23,27.1,20.1,1,0.6,1.7,3.4,0
2016/7/1,25.6,30.6,22,0,4.4,2.3,7,0
2016/7/2,27,31.8,23.4,0,6.9,3,5.9,0
2016/7/3,29.2,35.4,24.6,0,7.6,3.3,7.2,0
2016/7/4,27.8,33.8,23.6,1.5,7.1,2.4,5.6,0
2016/7/5,21.7,25.6,20.2,0,0,3.1,5.5,0
2016/7/6,23.1,26.9,20.5,0,4.1,2.6,6.2,0
2016/7/7,27.4,36.7,21.9,0,12.8,3,8.3,0
2016/7/8,25.3,29.8,22.1,0,2.1,2.3,4.7,0
2016/7/9,22.4,24.9,20.3,12.5,0,3,6.3,0
2016/7/10,25.6,31.3,20.2,0,11.7,2.6,5.8,0
2016/7/11,28,33.5,22.3,0,12.5,2.8,6.1,0
2016/7/12,27.1,31.8,24.6,0,6.3,3.1,6.4,0
2016/7/13,25.1,27.6,23.5,2,0,1.7,3.8,0
2016/7/14,25.9,32.9,21.3,21,3.9,2.4,6,0
2016/7/15,22.2,24,21,5.5,0,2.6,4.9,0
2016/7/16,24.1,27.7,20.1,0,1.6,2.4,4.6,0
2016/7/17,25.9,28.8,23.6,0,0.1,1.8,3.6,0
2016/7/18,28.7,33.5,25,0,7.5,2.7,5.6,0
2016/7/19,27.3,32.3,23.7,5,6.2,2.8,6.4,0
2016/7/20,26.3,29.9,23.3,1,4.6,3.3,6,0
2016/7/21,21.8,24.3,20.9,28.5,0,2.5,5.4,0
2016/7/22,21.4,22.7,20.4,3.5,0,2.6,4.3,0
2016/7/23,22.4,27.1,19.8,0,1.4,2.6,4.2,0
2016/7/24,23.9,29,19,0,7.3,2.4,4.3,0
2016/7/25,24.7,27.9,21.1,0,0.8,2.2,4.6,0
2016/7/26,23.8,27.4,21.4,1,0.1,2.9,5.9,0
2016/7/27,24.5,27.3,22.4,0,0.3,3,4.8,0
2016/7/28,26.5,31.1,23.3,0,5.2,2.9,5.2,0
2016/7/29,27.2,32.4,22.9,0,11.5,3.1,5.9,0
2016/7/30,27.2,32.9,22.1,0,10.8,2.5,6,0
2016/7/31,27.5,30.8,24.4,0,6.9,3,6.5,0
2016/8/1,27.4,31.5,24.6,2,1.9,2.4,4.8,0
2016/8/2,25.9,29.4,22.5,27,1.7,2.4,6.2,0
2016/8/3,26.8,32,23.4,16,4.1,2.5,6,0
2016/8/4,28.1,33,24.4,0,8.5,2.9,6.8,0
2016/8/5,28.7,33.4,24.6,0,10.8,3.1,5.9,0
2016/8/6,29.1,34.2,25.8,0,8.8,2.7,5.7,0
2016/8/7,28.6,33.6,24.5,0,11.2,2.9,5.5,0
2016/8/8,28.5,33.2,25.3,0,4.6,3.4,5.8,0
2016/8/9,31.9,37.7,25.7,0,8.1,3.6,7.5,0
2016/8/10,29.1,34,26,0,4.9,3.1,5.6,0
2016/8/11,27.3,32.1,25.2,0,4.9,2.5,4.8,0
2016/8/12,26.7,31.9,24.2,0,5.5,2.9,5.9,0
2016/8/13,26.5,31.8,23.3,0,7.2,2.7,5.5,0
2016/8/14,26,30.4,23.5,0,3.8,2.6,5.5,0
2016/8/15,26.6,30.8,24.4,0.5,0.7,3.5,6.2,0
2016/8/16,26.9,33.1,23.7,33,2.1,3.1,6.7,0
2016/8/17,28.7,34.3,23,14,10,5,9.9,0
2016/8/18,26.9,31.6,25.2,67,1.1,2.1,5.8,0
2016/8/19,27.6,32.3,25,5,6.9,3.4,6,0
2016/8/20,25.7,30,24.1,82,1.6,2.4,4.9,0
2016/8/21,27.9,33.5,23.5,0,7.9,3.2,6.9,0
2016/8/22,25.7,28.3,23.2,106.5,0,4.6,11.3,0
2016/8/23,26.8,30.4,24.2,0.5,1.7,2.8,5.9,0
2016/8/24,26.5,31.2,23.5,0,1.9,2.3,5.5,0
2016/8/25,28,32.7,23.5,0,11.9,3,6.8,0
2016/8/26,28.3,32.8,24,0,10.2,2.9,6.2,0
2016/8/27,24.3,27,21.6,2,0,3.2,5.4,0
2016/8/28,22.6,24.6,21.3,2,0,2.8,4.7,0
2016/8/29,25.6,30.1,22.1,16,2.6,2.9,5.3,0
2016/8/30,25.1,28.1,22.5,40.5,0.6,3.8,7.6,0
2016/8/31,26.8,31.1,22.5,0,11.3,5.3,8.5,0
2016/9/1,27,32.5,22,0,10.1,2.5,6.1,0
2016/9/2,26.7,29.8,23,0,4.9,2.5,4.7,0
2016/9/3,27.2,32.5,24.6,0,7.4,2.9,5.3,0
2016/9/4,26.7,31.9,24,3,4.5,2.4,4.2,0
2016/9/5,28.4,33,24.8,0,9.6,3.7,6.6,0
2016/9/6,28.8,32.4,25.9,0,9.6,4.1,7.6,0
2016/9/7,27.1,30.3,25.4,4.5,2.3,3.2,6.1,0
2016/9/8,26.4,30.4,24.7,11.5,1.3,3.5,8.4,0
2016/9/9,27,32.5,22.6,0,5.3,2.4,5.4,0
2016/9/10,26.6,31.2,23.3,0,4.1,2.5,5,0
2016/9/11,23.2,25.1,20.8,5,0.2,2.3,4.6,0
2016/9/12,24.7,27.7,22.5,0,0.3,2.4,5.6,0
2016/9/13,22.6,23.9,21.4,34.5,0,2.1,4.3,0
2016/9/14,23.1,26.6,20.6,0,0.3,1.8,4.2,0
2016/9/15,24.1,26.4,22.2,24,0.1,1.9,4,0
2016/9/16,22.9,24.4,21.9,3.5,0,1.9,3.3,0
2016/9/17,25.3,29.4,21.6,0,5.3,2.1,4.2,0
2016/9/18,24.6,26.9,22.2,2,0,2.7,6.4,0
2016/9/19,21.3,22.9,19.2,21.5,0,2.6,4.4,0
2016/9/20,19.1,20.1,17.6,91.5,0,3,6.2,0
2016/9/21,20.1,23.2,17.6,0,0.1,2.5,4.9,0
2016/9/22,19.4,20.9,18.1,56.5,0,2.4,4.8,0
2016/9/23,20.8,22.1,19.4,16.5,0,1.2,3.6,0
2016/9/24,21.8,23.9,20.8,10.5,0,1.8,5.6,0
2016/9/25,23.6,28.4,20.3,0,3.4,1.8,4,0
2016/9/26,25.4,30.1,21.9,0,3.1,1.8,4,0
2016/9/27,25.6,29.8,22.8,0,2.3,2,4.5,0
2016/9/28,26.5,30.6,24,0,2.1,2.2,4.3,0
2016/9/29,24.6,27.9,21.7,0,0.7,2.2,4.2,0
2016/9/30,21.4,24.7,18.8,2.5,2.4,2.7,4.5,0
2016/10/1,19.7,21.8,17.6,1.5,0,1.8,3.3,0
2016/10/2,23.1,27.6,18.6,0,9.1,1.9,4.3,0
2016/10/3,22.7,26.5,20.1,2,0,2.3,7.5,0
2016/10/4,24.9,32,19.7,0,6.2,2.1,5.2,0
2016/10/5,24,26.4,21.5,0.5,0.7,3.1,9.5,0
2016/10/6,26,31.3,21.4,0,8.3,3.7,10.3,0
2016/10/7,21.4,24.9,19,0,5.8,3.6,7.2,0
2016/10/8,21.2,25.3,18.2,10,0.2,2.5,6.8,0
2016/10/9,22.3,25.7,18.6,32.5,0,3.9,8.2,0
2016/10/10,18.4,19.6,17.4,0,0,2.7,4.6,0
2016/10/11,17.6,20.1,16.2,0,0.2,2.2,4,0
2016/10/12,17.9,23.2,13.7,0,8.2,2.2,4.7,0
2016/10/13,16.5,18.2,15.3,0,0,2.7,4.7,0
2016/10/14,15.6,19.5,12.6,0,4,1.9,3.3,0
2016/10/15,16.7,22.7,11.8,0,10.8,2.3,4.8,0
2016/10/16,17.4,22.9,12.7,0,5.2,1.9,3.8,0
2016/10/17,17.5,19.5,15.7,24,0,1.9,5.9,0
2016/10/18,20.9,26.3,16.7,6,5.9,1.8,3.5,0
2016/10/19,20.8,23.9,18.4,0,1.9,2.3,4.6,0
2016/10/20,21.9,27.7,17,0,10,3,6.7,0
2016/10/21,18.2,21.4,15.4,0,4.9,3,7.1,0
2016/10/22,16.7,18.3,14.7,0,0.1,2.1,3.6,0
2016/10/23,18.1,22.3,14.7,0,4.8,2.4,5,0
2016/10/24,14.9,19.1,11.9,0,9.8,2.4,4.3,0
